订单编号,下单国家,店铺名,订单拥有账户,买家昵称,创建时间,买家留言,订单状态,出单汇率,平台佣金,交易费用,服务费,优惠券,预估运费,实际运费,退款,总费用,商品收入,运费收入,平台补贴,其他收入,总收入,订单实际收入（订单总收入-订单总费用）,预估收入（人民币）,购买的商品
221120HM2NK1EX,越南,linkeoo.vn,2,shopbaophuc,2022-11-20 09:08:02,无留言,线上支付,0.000291,5033.0,1722.0,4575.0,0.0,27800.0,25100.0,0.0,36430.0,76252.0,2000.0,15000.0,0.0,93252.0,56822.0,16.535202,"[['HG9254-Red-no box', 'https://vn.xiapibuy.com/product/791538908/19413607429', 1], ['HG9254-Blue-no box', 'https://vn.xiapibuy.com/product/791538908/19413607429', 1], ['HG9254-Yellow-no box', 'https://vn.xiapibuy.com/product/791538908/19413607429', 1], ['HG9254-Green-no box', 'https://vn.xiapibuy.com/product/791538908/19413607429', 1]]"
221120HJUQ52G6,巴西,大咖—儿童玩具,2,brudefaria,2022-11-20 08:46:17,无留言,线上支付,1.4032,2.46,0.55,1.85,0.0,29.8,27.0,0.0,31.86,30.8,0.0,15.0,0.0,45.8,13.94,19.560608,"[['HA1459-Black Cat-12*12*22cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1], ['', 'https://br.xiapibuy.com/product/772890883/19507314159', 1]]"
221120H8P2BXQ9,巴西,大咖—儿童玩具,2,yx5k30sawr,2022-11-20 05:44:09,无留言,线上支付,1.4032,3.81,0.95,2.86,0.0,50.1,50.1,0.0,57.72,47.6,0.0,20.0,0.0,67.6,9.88,13.863616,"[['HG5005-blue-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
221120GXXMEY1E,巴西,大咖—儿童玩具,2,camari22,2022-11-20 02:49:59,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,48.5,0.0,0.0,0.0,48.5,43.5,61.0392,"[['HA8500-Gray-17cm', 'https://br.xiapibuy.com/product/772890883/22603222534', 1]]"
221119GMHTTR9N,巴西,大咖—儿童玩具,2,lucianamacedo465,2022-11-19 23:43:53,无留言,线上支付,1.4032,1.3,0.72,0.97,0.0,30.6,32.0,0.0,34.99,16.22,20.0,0.0,0.0,36.22,1.23,1.725936,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221119GM47WW1E,巴西,大咖—儿童玩具,2,chsaquetini,2022-11-19 23:36:18,"Please: Color Preference on Toy Snake Face: (1)Green, or (2)Purple, or (3)Red, or (4)Yellow, or (5)Blue",线上支付,1.4032,11.93,3.09,8.95,0.0,85.6,82.0,0.0,105.97,149.1,7.5,7.5,0.0,164.1,58.13,81.568016,"[['HJ8592-Random', 'https://br.xiapibuy.com/product/772890883/15585785783', 1], ['HA5417-Gray Seal-30cm', 'https://br.xiapibuy.com/product/772890883/17070773087', 1], ['HJ0030-Dark Blue', 'https://br.xiapibuy.com/product/772890883/17571314935', 1], ['HG7173-GREEN', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG5005-blue-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1], ['HA3071-Spider Man - Captain America-20cm', 'https://br.xiapibuy.com/product/772890883/21407109552', 1]]"
221119GKS36SY2,巴西,大咖—儿童玩具,2,salomobritoandrade,2022-11-19 23:30:02,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,35.5,35.5,0.0,35.5,57.0,0.0,0.0,0.0,57.0,21.5,30.1688,"[['HA5417-Blue Sea Leopard-40cm', 'https://br.xiapibuy.com/product/772890883/17070773087', 1]]"
221119GJEYRRSR,巴西,大咖—儿童玩具,2,lucianamacedo465,2022-11-19 23:06:32,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,10.6,10.6,0.0,10.6,16.22,0.0,0.0,0.0,16.22,5.619999999999999,7.885983999999999,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221119GJ9MXG8N,巴西,大咖—儿童玩具,2,dalvana_cristina,2022-11-19 23:03:29,无留言,线上支付,1.4032,5.27,1.25,3.95,0.0,55.0,59.5,0.0,69.97,65.85,0.0,15.0,0.0,80.85,10.88,15.266816,"[['HA1459-Black Cat-28*25*45cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
221119GHWSHR6Y,巴西,大咖—儿童玩具,2,jonas_nunes27,2022-11-19 22:56:52,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,93.0,0.0,0.0,0.0,93.0,44.0,61.7408,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221119GFKKTAB2,巴西,大咖—儿童玩具,2,lojadivina_social,2022-11-19 22:18:16,无留言,线上支付,1.4032,3.15,0.79,2.36,0.0,41.1,41.1,0.0,47.4,39.34,0.0,20.0,0.0,59.34,11.94,16.754208,"[['HG2471-Green-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 1], ['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221119GFF1W3JA,巴西,大咖—儿童玩具,2,lojadivina_social,2022-11-19 22:13:50,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,23.8,23.8,0.0,23.8,46.24,0.0,0.0,0.0,46.24,22.44,31.487808,"[['HG2471-Green-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 2], ['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221119G1FJAUE0,巴西,大咖—儿童玩具,2,iy_jt0erbc,2022-11-19 18:02:35,无留言,线上支付,1.4032,4.08,1.02,3.06,0.0,40.6,37.9,0.0,46.06,51.0,0.0,15.0,0.0,66.0,19.94,27.979808,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221119FGYFB24U,智利,linkeoo.cl,2,g_poaw2qyc,2022-11-19 13:07:15,无留言,线上支付,0.007488,607.0,159.0,0.0,0.0,5610.0,5230.0,0.0,5996.0,6073.0,1860.0,0.0,0.0,7933.0,1937.0,14.504256,"[['HA2356-Polar bear', 'https://cl.xiapibuy.com/product/814881954/13295106652', 1]]"
221119EJC5JTPH,巴西,大咖—儿童玩具,2,aexbl2_uea,2022-11-19 03:59:35,无留言,线上支付,1.4032,4.02,1.15,3.01,0.0,38.8,37.9,0.0,46.08,50.2,7.5,7.5,0.0,65.2,19.12,26.829184,"[['HB3173-Green', 'https://br.xiapibuy.com/product/772890883/20606612162', 1], ['HB3173-Blue', 'https://br.xiapibuy.com/product/772890883/20606612162', 1]]"
221119EEXY98Y7,巴西,大咖—儿童玩具,2,patrciadosanjosdossantos,2022-11-19 02:58:31,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,21.1,21.1,0.0,21.1,50.0,0.0,0.0,0.0,50.0,28.9,40.55248,"[['HG2471-Green-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 4], ['HI5340-Captain America', 'https://br.xiapibuy.com/product/772890883/17480678406', 1], ['HG7173-RED', 'https://br.xiapibuy.com/product/772890883/20005550667', 1]]"
221119ED96U2UX,巴西,大咖—儿童玩具,2,fabiannatheo,2022-11-19 02:28:26,无留言,线上支付,1.4032,7.42,1.85,5.56,0.0,65.8,73.9,0.0,88.73,92.7,0.0,15.0,0.0,107.7,18.97,26.618704,"[['HA7657-White Radish-43cm', 'https://br.xiapibuy.com/product/772890883/18117253328', 1]]"
221119EBAK79C6,巴西,大咖—儿童玩具,2,neurosi,2022-11-19 01:53:30,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,93.0,0.0,0.0,0.0,93.0,44.0,61.7408,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221119E88RBFAY,巴西,大咖—儿童玩具,2,x8bxv7hgpj,2022-11-19 00:58:42,无留言,线上支付,1.4032,7.44,1.86,5.58,0.0,67.0,63.4,0.0,78.28,93.0,0.0,18.0,0.0,111.0,32.72,45.912704,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221118E20WUMUY,巴西,大咖—儿童玩具,2,andrevencovsky,2022-11-18 23:06:58,há mais de um prédio 113. O correto é o que fala Espaço VI,线上支付,1.4032,5.27,1.62,3.95,0.0,59.5,61.3,0.0,72.14,65.85,15.0,0.0,0.0,80.85,8.71,12.221872,"[['HA1459-Black Cat-28*25*45cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
221118DQH8R689,巴西,大咖—儿童玩具,2,_brj_h2l5q,2022-11-18 19:59:15,无留言,线上支付,1.4032,4.03,1.01,3.02,0.0,43.8,42.9,0.0,50.96,50.4,0.0,20.0,0.0,70.4,19.44,27.278208000000003,"[['HG7173-YELLOW', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-BLUE', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-GREEN', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-RED', 'https://br.xiapibuy.com/product/772890883/20005550667', 1]]"
221118CT3R4FNX,巴西,大咖—儿童玩具,2,ejhonnysep,2022-11-18 11:12:42,无留言,线上支付,1.4032,5.92,1.48,4.44,0.0,55.5,52.8,0.0,64.64,73.96,0.0,20.0,0.0,93.96,29.32,41.141824,"[['HG2471-Red-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 1], ['HG2471-Green-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 1], ['HJ0030-Yellow', 'https://br.xiapibuy.com/product/772890883/17571314935', 1], ['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221118CSPV7MM3,巴西,大咖—儿童玩具,2,fernandadiasschtz,2022-11-18 11:05:31,无留言,线上支付,1.4032,3.81,0.95,2.86,0.0,48.1,48.1,0.0,55.72,47.6,0.0,18.0,0.0,65.6,9.88,13.863616,"[['HG5005-yellow-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
221118CE352P6X,巴西,大咖—儿童玩具,2,felipimhp,2022-11-18 07:37:37,无留言,线上支付,1.4032,4.08,1.01,3.06,0.0,40.6,38.8,0.0,46.95,51.0,0.0,15.0,0.0,66.0,19.05,26.73096,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221118C38HRKAS,巴西,大咖—儿童玩具,2,tatiarruda,2022-11-18 04:23:48,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,30.1,30.1,0.0,30.1,47.6,0.0,0.0,0.0,47.6,17.5,24.556,"[['HG5005-yellow-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
221118C2N16VXJ,巴西,大咖—儿童玩具,2,kaylonbr,2022-11-18 04:12:53,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,23.8,23.8,0.0,23.8,50.4,0.0,0.0,0.0,50.4,26.6,37.32512,"[['HG7173-YELLOW', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-BLUE', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-GREEN', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-RED', 'https://br.xiapibuy.com/product/772890883/20005550667', 1]]"
221118BRC5AFRB,巴西,大咖—儿童玩具,2,lilianluiza180,2022-11-18 01:08:57,无留言,线上支付,1.4032,1.3,0.62,0.97,0.0,25.6,27.0,0.0,29.89,16.22,15.0,0.0,0.0,31.22,1.33,1.866256,"[['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221117BJ832YP2,巴西,大咖—儿童玩具,2,marrifb,2022-11-17 23:19:19,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,65.85,0.0,0.0,0.0,65.85,25.849999999999994,36.27271999999999,"[['HA1459-Black Cat-28*25*45cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
221117BGUUTX5P,巴西,大咖—儿童玩具,2,simone_cfa,2022-11-17 22:54:34,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,31.0,31.0,0.0,31.0,64.88,0.0,0.0,0.0,64.88,33.879999999999995,47.54041599999999,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Blackpolicecar', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
221117BF99EANQ,巴西,大咖—儿童玩具,2,tiegess,2022-11-17 22:26:18,无留言,线上支付,1.4032,5.27,1.29,3.95,0.0,58.0,63.4,0.0,73.91,65.85,0.0,18.0,0.0,83.85,9.94,13.947808,"[['HA1459-Black Cat-28*25*45cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
221117BE9Y4C26,巴西,大咖—儿童玩具,2,camilasna605,2022-11-17 22:08:46,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,8.5,0.0,0.0,0.0,8.5,3.5,4.9112,"[['HA1733-With Brooch-10 * 8cm', 'https://br.xiapibuy.com/product/772890883/13593024160', 1]]"
221117BDKPPK3V,巴西,大咖—儿童玩具,2,anachristinaleal,2022-11-17 21:56:20,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,93.0,0.0,0.0,0.0,93.0,44.0,61.7408,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
221117BCN92K3X,哥伦比亚,linkeoo.co,2,zulaycastro,2022-11-17 21:39:19,无留言,线上支付,0.001494,2813.0,749.0,0.0,0.0,23300.0,24900.0,0.0,28462.0,33469.0,4000.0,4000.0,0.0,41469.0,7663.0,11.448522,"[['HA3298-B-35cm', 'https://co.xiapibuy.com/product/814881169/19240595762', 1]]"
221117A1UECKQG,智利,linkeoo.cl,2,hahwgdryvl,2022-11-17 08:53:15,无留言,线上支付,0.007488,1353.0,289.0,0.0,0.0,9410.0,9600.0,0.0,11242.0,13529.0,930.0,930.0,0.0,15389.0,4147.0,31.052736,"[['HA3298-A-35cm', 'https://cl.xiapibuy.com/product/814881954/19040596315', 1], ['HA3298-B-35cm', 'https://cl.xiapibuy.com/product/814881954/19040596315', 1]]"
221117A1BF67GR,智利,linkeoo.cl,2,hahwgdryvl,2022-11-17 08:44:21,无留言,已作废,0.007488,0.0,0.0,0.0,0.0,7550.0,7550.0,0.0,7550.0,13529.0,0.0,0.0,0.0,13529.0,5979.0,44.770752,"[['HA3298-A-35cm', 'https://cl.xiapibuy.com/product/814881954/19040596315', 1], ['HA3298-B-35cm', 'https://cl.xiapibuy.com/product/814881954/19040596315', 1]]"
221117A0X21P46,巴西,大咖—儿童玩具,2,jessicap2100,2022-11-17 08:36:49,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,23.8,23.8,0.0,23.8,50.4,0.0,0.0,0.0,50.4,26.6,37.32512,"[['HG7173-YELLOW', 'https://br.xiapibuy.com/product/772890883/20005550667', 4]]"
2211179XYJ7FTA,巴西,大咖—儿童玩具,2,ktiadamasco,2022-11-17 08:01:53,无留言,线上支付,1.4032,1.84,0.86,1.38,0.0,36.6,35.7,0.0,39.78,23.0,20.0,0.0,0.0,43.0,3.22,4.5183040000000005,"[['HJ0030-Blue', 'https://br.xiapibuy.com/product/772890883/17571314935', 2]]"
2211179TKMS8EU,巴西,大咖—儿童玩具,2,leomenezes47,2022-11-17 06:43:36,无留言,线上支付,1.4032,1.84,0.76,1.38,0.0,27.0,25.6,0.0,29.58,23.0,15.0,0.0,0.0,38.0,8.42,11.814944,"[['HA1459-Black Cat-12*12*22cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
2211179C11YPM9,巴西,大咖—儿童玩具,2,enilda51,2022-11-17 02:22:40,无留言,线上支付,1.4032,2.21,0.85,1.66,0.0,31.6,29.8,0.0,34.52,27.6,15.0,0.0,0.0,42.6,8.08,11.337856,"[['HG2471-Green-Random style(1 pcs)', 'https://br.xiapibuy.com/product/772890883/13093111882', 4]]"
2211168YC3EQG1,越南,linkeoo.vn,2,knie_vn,2022-11-16 22:36:16,无留言,货到付款,0.000291,11260.0,4127.0,10236.0,0.0,62000.0,69200.0,0.0,94823.0,170600.0,17000.0,0.0,0.0,187600.0,92777.0,26.998107,"[['HA4737-White Radish-43cm', 'https://vn.xiapibuy.com/product/791538908/21310784511', 1]]"
2211168UT99Y9U,巴西,大咖—儿童玩具,2,a4k3pzon2n,2022-11-16 21:32:35,无留言,线上支付,1.4032,4.08,1.02,3.06,0.0,45.6,43.8,0.0,51.96,51.0,0.0,20.0,0.0,71.0,19.04,26.716928,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
2211168SV14763,巴西,大咖—儿童玩具,2,ericalves2803,2022-11-16 20:57:46,无留言,线上支付,1.4032,4.08,1.22,3.06,0.0,45.6,43.8,0.0,52.16,51.0,10.0,10.0,0.0,71.0,18.84,26.436288,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
22111687YQQ5HF,巴西,大咖—儿童玩具,2,softmoonshine,2022-11-16 15:37:43,无留言,线上支付,1.4032,1.3,0.54,0.97,0.0,25.6,25.6,0.0,28.41,16.22,15.0,0.0,0.0,31.22,2.81,3.942992,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
22111682CDFTNY,智利,linkeoo.cl,2,xw7zpgyog0,2022-11-16 13:57:26,无留言,已作废,0.007488,0.0,0.0,0.0,0.0,2800.0,2800.0,0.0,2800.0,4283.0,0.0,0.0,0.0,4283.0,1483.0,11.104704,"[['HA3298-A-20cm', 'https://cl.xiapibuy.com/product/814881954/19040596315', 1]]"
22111676NM1BJ8,巴西,大咖—儿童玩具,2,simone_cfa,2022-11-16 05:41:29,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,31.0,31.0,0.0,31.0,64.88,0.0,0.0,0.0,64.88,33.879999999999995,47.54041599999999,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Blackpolicecar', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
22111674MF6SYY,巴西,大咖—儿童玩具,2,vk8drk88sq,2022-11-16 05:05:03,无留言,线上支付,1.4032,0.92,0.23,0.69,0.0,24.2,24.2,0.0,26.04,11.5,0.0,15.0,0.0,26.5,0.46,0.645472,"[['HJ0030-Dark Blue', 'https://br.xiapibuy.com/product/772890883/17571314935', 1]]"
22111671VUCG0K,巴西,大咖—儿童玩具,2,ninstyl,2022-11-16 04:16:03,无留言,线上支付,1.4032,1.84,0.81,1.38,0.0,30.0,27.2,0.0,31.23,23.0,18.0,0.0,0.0,41.0,9.77,13.709264,"[['HA1459-Black Cat-12*12*22cm', 'https://br.xiapibuy.com/product/772890883/16970773142', 1]]"
2211166SVKT4GG,巴西,大咖—儿童玩具,2,tatiarruda,2022-11-16 01:52:45,无留言,线上支付,1.4032,3.81,0.95,2.86,0.0,48.1,48.1,0.0,55.72,47.6,0.0,18.0,0.0,65.6,9.88,13.863616,"[['HG5005-yellow-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
2211166RR2GJM9,巴西,大咖—儿童玩具,2,julianamac_,2022-11-16 01:32:18,无留言,线上支付,1.4032,3.81,1.1,2.86,0.0,45.1,45.1,0.0,52.87,47.6,7.5,7.5,0.0,62.6,9.73,13.653136,"[['HG5005-pink-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
2211156GXDHQSW,巴西,大咖—儿童玩具,2,6i3q2szafm,2022-11-15 23:12:42,无留言,线上支付,1.4032,3.81,0.94,2.86,0.0,45.1,45.1,0.0,52.71,47.6,0.0,15.0,0.0,62.6,9.89,13.877648,"[['HG5005-blue-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
2211156DXU537A,巴西,大咖—儿童玩具,2,borismonteiro,2022-11-15 22:19:14,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,6.7,0.0,0.0,0.0,6.7,1.7000000000000002,2.3854400000000004,"[['HG7217-Random', 'https://br.xiapibuy.com/product/772890883/21806317463', 1]]"
2211156AAMSR14,巴西,大咖—儿童玩具,2,adrianijuliana,2022-11-15 21:14:16,无留言,线上支付,1.4032,3.78,0.95,2.84,0.0,44.2,42.4,0.0,49.97,47.25,0.0,15.0,0.0,62.25,12.28,17.231296,"[['HI5897-2 layers +2 balls', 'https://br.xiapibuy.com/product/772890883/17977876262', 1], ['HI9013-A random one', 'https://br.xiapibuy.com/product/772890883/19605938870', 1], ['HJ2115-7 layers', 'https://br.xiapibuy.com/product/772890883/21618867801', 1]]"
221115646YVGQ1,巴西,大咖—儿童玩具,2,9a7pu2fcc7,2022-11-15 19:24:54,无留言,线上支付,1.4032,1.3,0.72,0.97,0.0,30.6,32.0,0.0,34.99,16.22,20.0,0.0,0.0,36.22,1.23,1.725936,"[['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
22111563RJD96T,巴西,大咖—儿童玩具,2,josejosivaldocarlossmell,2022-11-15 19:16:47,无留言,线上支付,1.4032,1.84,0.46,1.38,0.0,31.6,30.7,0.0,34.38,23.0,0.0,15.0,0.0,38.0,3.62,5.0795840000000005,"[['HJ0030-Pink', 'https://br.xiapibuy.com/product/772890883/17571314935', 2]]"
2211155NVAUK3D,巴西,大咖—儿童玩具,2,crochdoincio,2022-11-15 15:08:20,无留言,线上支付,1.4032,4.03,1.16,3.02,0.0,38.8,37.9,0.0,46.11,50.4,7.5,7.5,0.0,65.4,19.29,27.067728,"[['HG7173-YELLOW', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-BLUE', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-GREEN', 'https://br.xiapibuy.com/product/772890883/20005550667', 1], ['HG7173-RED', 'https://br.xiapibuy.com/product/772890883/20005550667', 1]]"
2211155DA719F3,巴西,大咖—儿童玩具,2,0djcuy_0gb,2022-11-15 12:35:02,❤️,线上支付,1.4032,4.08,1.02,3.06,0.0,43.6,40.9,0.0,49.06,51.0,0.0,18.0,0.0,69.0,19.94,27.979808,"[['HA9585-Blue-30cm/0.22kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
2211155B08TJJJ,巴西,大咖—儿童玩具,2,simone_cfa,2022-11-15 11:53:43,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,31.0,31.0,0.0,31.0,64.88,0.0,0.0,0.0,64.88,33.879999999999995,47.54041599999999,"[['HG1134-Ambulance', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Blackpolicecar', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Firetruck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1], ['HG1134-Truck', 'https://br.xiapibuy.com/product/772890883/21108075244', 1]]"
22111550AF6TW0,巴西,大咖—儿童玩具,2,brunofelix554,2022-11-15 08:42:33,无留言,线上支付,1.4032,5.45,1.36,4.09,0.0,45.1,44.2,0.0,55.1,68.1,0.0,15.0,0.0,83.1,28.0,39.2896,"[['HA8500-Gray-30cm', 'https://br.xiapibuy.com/product/772890883/22603222534', 1]]"
2211154YAA674D,巴西,大咖—儿童玩具,2,brunofelix554,2022-11-15 08:24:34,无留言,已作废,1.4032,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,68.1,0.0,0.0,0.0,68.1,63.1,88.54191999999999,"[['HA8500-Gray-30cm', 'https://br.xiapibuy.com/product/772890883/22603222534', 1]]"
2211154RJ57XTP,巴西,大咖—儿童玩具,2,rodrygosantos364,2022-11-15 06:23:40,无留言,线上支付,1.4032,3.49,1.27,2.62,0.0,43.8,41.1,0.0,48.48,43.6,20.0,0.0,0.0,63.6,15.12,21.216384,"[['HA5417-Gray Seal-30cm', 'https://br.xiapibuy.com/product/772890883/17070773087', 1]]"
2211154DJW7GMR,巴西,大咖—儿童玩具,2,rafaelegres,2022-11-15 03:07:15,无留言,线上支付,1.4032,4.56,1.14,3.42,0.0,53.5,43.6,0.0,52.72,57.0,0.0,18.0,0.0,75.0,22.28,31.263296,"[['HA5417-White Seal-40cm', 'https://br.xiapibuy.com/product/772890883/17070773087', 1]]"
2211143Y66BJ39,巴西,大咖—儿童玩具,2,brunocorra727,2022-11-14 22:49:50,无留言,线上支付,1.4032,7.44,1.86,5.58,0.0,69.0,60.9,0.0,75.78,93.0,0.0,20.0,0.0,113.0,37.22,52.227104,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
2211143SREDKCV,巴西,大咖—儿童玩具,2,vivisfern1993,2022-11-14 21:12:26,无留言,线上支付,1.4032,3.81,0.95,2.86,0.0,45.1,45.1,0.0,52.72,47.6,0.0,15.0,0.0,62.6,9.88,13.863616,"[['HG5005-blue-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
2211143RQ56WXK,巴西,大咖—儿童玩具,2,geisianetomazi,2022-11-14 20:53:48,无留言,线上支付,1.4032,4.3,1.08,3.23,0.0,49.0,49.9,0.0,58.51,53.8,0.0,18.0,0.0,71.8,13.29,18.648528,"[['HN3455-red and blue', 'https://br.xiapibuy.com/product/772890883/17371514118', 4], ['HJ0030-Blue', 'https://br.xiapibuy.com/product/772890883/17571314935', 1], ['HJ0030-Dark Blue', 'https://br.xiapibuy.com/product/772890883/17571314935', 1]]"
2211143D5JMXQQ,巴西,大咖—儿童玩具,2,adrianabofetilguerrero,2022-11-14 17:27:08,无留言,线上支付,1.4032,3.81,1.08,2.86,0.0,45.1,45.1,0.0,52.85,47.6,7.5,7.5,0.0,62.6,9.75,13.6812,"[['HG5005-pink-luxury', 'https://br.xiapibuy.com/product/772890883/20505939084', 1]]"
2211142RK46UT3,巴西,大咖—儿童玩具,2,kiuube,2022-11-14 11:18:53,无留言,线上支付,1.4032,7.44,1.86,5.58,0.0,64.0,56.8,0.0,71.68,93.0,0.0,15.0,0.0,108.0,36.32,50.964224,"[['HA9585-Blue-45cm/0.48kg', 'https://br.xiapibuy.com/product/772890883/17471851978', 1]]"
2211142R24M80C,巴西,大咖—儿童玩具,2,railaferreira828,2022-11-14 11:09:23,无留言,线上支付,1.4032,3.26,0.82,2.45,0.0,36.6,34.8,0.0,41.33,40.8,0.0,20.0,0.0,60.8,19.47,27.320304,"[['HG9254-Green-no box', 'https://br.xiapibuy.com/product/772890883/14088301436', 1], ['HG9254-Red-no box', 'https://br.xiapibuy.com/product/772890883/14088301436', 1], ['HG9254-Blue-no box', 'https://br.xiapibuy.com/product/772890883/14088301436', 1], ['HG9254-Yellow-no box', 'https://br.xiapibuy.com/product/772890883/14088301436', 1]]"
